20.00000000,20.00000000,20.00000000,20.00000000,100.00000000,100.00000000,100.00000000,100.00000000,20.00000000,20.00000000,20.00000000,20.00000000,
20.00000000,23.04488472,27.79233056,38.05031574,65.77970398,74.23394672,74.23394672,65.77970398,38.05031574,27.79233056,23.04488472,20.00000000,
20.00000000,24.39082336,30.08106976,38.63892836,50.84623919,56.93484601,56.93484601,50.84623919,38.63892836,30.08106976,24.39082336,20.00000000,
20.00000000,24.44428223,29.51550014,35.59670924,42.05386968,45.74872901,45.74872901,42.05386968,35.59670924,29.51550014,24.44428223,20.00000000,
20.00000000,23.88048329,27.95853988,32.20450660,36.05508537,38.29149696,38.29149696,36.05508537,32.20450660,27.95853988,23.88048329,20.00000000,
20.00000000,23.13076032,26.25598959,29.23893294,31.70803575,33.11157548,33.11157548,31.70803575,29.23893294,26.25598959,23.13076032,20.00000000,
20.00000000,22.39920076,24.72000422,26.82109514,28.46738382,29.37960679,29.37960679,28.46738382,26.82109514,24.72000422,22.39920076,20.00000000,
20.00000000,21.75866792,23.42792941,24.89192914,26.00152593,26.60420115,26.60420115,26.00152593,24.89192914,23.42792941,21.75866792,20.00000000,
20.00000000,21.21910750,22.36334590,23.34820014,24.07997720,24.47213471,24.47213471,24.07997720,23.34820014,22.36334590,21.21910750,20.00000000,
20.00000000,20.76402616,21.47655929,22.08332039,22.52903901,22.76596506,22.76596506,22.52903901,22.08332039,21.47655929,20.76402616,20.00000000,
20.00000000,20.36729260,20.70871944,20.99787591,21.20905175,21.32082162,21.32082162,21.20905175,20.99787591,20.70871944,20.36729260,20.00000000,
20.00000000,20.00000000,20.00000000,20.00000000,20.00000000,20.00000000,20.00000000,20.00000000,20.00000000,20.00000000,20.00000000,20.00000000,
